0.2	0	0.239	3	3	1	0.25	4	4	2	
0.2	0.2	0.251	3	3	1	0.262	4	4	2	
0.2	0.4	0.252	3	3	1	0.263	4	4	2	
0.2	0.6	0.245	3	3	1	0.256	4	4	2	
0.2	0.8	0.239	3	3	1	0.25	4	4	2	
0.2	1	0.237	3	3	1	0.247	4	4	2	
0.2	1.2	0.235	3	3	1	0.246	4	4	2	
0.2	1.4	0.235	3	3	1	0.245	4	4	2	
0.2	1.6	0.235	3	3	1	0.245	4	4	2	
0.2	1.8	0.234	3	3	1	0.245	4	4	2	
0.2	2	0.234	3	3	1	0.245	4	4	2	
0.2	2.2	0.234	3	3	1	0.245	4	4	2	
0.2	2.4	0.234	3	3	1	0.245	4	4	2	
0.2	2.6	0.234	3	3	1	0.245	4	4	2	
0.2	2.8	0.234	3	3	1	0.245	4	4	2	
0.2	3	0.234	3	3	1	0.245	4	4	2	
0.2	3.2	0.234	3	3	1	0.245	4	4	2	
0.2	3.4	0.234	3	3	1	0.245	4	4	2	
0.2	3.6	0.234	3	3	1	0.245	4	4	2	
0.2	3.8	0.234	3	3	1	0.245	4	4	2	
0.2	4	0.234	3	3	1	0.245	4	4	2	
0.4	0	0.179	3	3	1	0.188	4	4	2	
0.4	0.2	0.186	3	3	1	0.195	4	4	2	
0.4	0.4	0.194	3	3	1	0.203	4	4	2	
0.4	0.6	0.192	3	3	1	0.201	4	4	2	
0.4	0.8	0.185	3	3	1	0.195	4	5	2	
0.4	1	0.181	3	3	1	0.19	4	4	2	
0.4	1.2	0.179	3	3	1	0.188	4	4	2	
0.4	1.4	0.178	3	3	1	0.191	3	4	2	
0.4	1.6	0.177	3	3	1	0.187	4	4	2	
0.4	1.8	0.177	3	3	1	0.187	4	4	2	
0.4	2	0.177	3	3	1	0.187	4	4	2	
0.4	2.2	0.177	3	3	1	0.187	4	4	2	
0.4	2.4	0.177	3	3	1	0.187	4	4	2	
0.4	2.6	0.177	3	3	1	0.187	4	4	2	
0.4	2.8	0.177	3	3	1	0.187	4	4	2	
0.4	3	0.177	3	3	1	0.187	4	4	2	
0.4	3.2	0.177	3	3	1	0.187	4	4	2	
0.4	3.4	0.177	3	3	1	0.187	4	4	2	
0.4	3.6	0.177	3	3	1	0.187	4	4	2	
0.4	3.8	0.177	3	3	1	0.186	4	4	2	
0.4	4	0.177	3	3	1	0.186	4	4	2	
0.6	0	0.157	3	3	1	0.166	4	4	2	
0.6	0.2	0.16	3	3	1	0.169	4	4	2	
0.6	0.4	0.167	3	3	1	0.181	3	4	2	
0.6	0.6	0.173	3	3	1	0.182	4	4	2	
0.6	0.8	0.169	3	3	1	0.179	4	4	2	
0.6	1	0.163	3	3	1	0.173	4	4	2	
0.6	1.2	0.16	3	3	1	0.169	4	4	2	
0.6	1.4	0.158	3	3	1	0.167	4	4	2	
0.6	1.6	0.157	3	3	1	0.166	4	4	2	
0.6	1.8	0.157	3	3	1	0.166	4	4	2	
0.6	2	0.157	3	3	1	0.166	4	4	2	
0.6	2.2	0.156	3	3	1	0.166	4	4	2	
0.6	2.4	0.156	3	3	1	0.166	4	4	2	
0.6	2.6	0.156	3	3	1	0.166	4	4	2	
0.6	2.8	0.156	3	3	1	0.166	4	4	2	
0.6	3	0.156	3	3	1	0.166	4	4	2	
0.6	3.2	0.156	3	3	1	0.166	4	4	2	
0.6	3.4	0.156	3	3	1	0.166	4	4	2	
0.6	3.6	0.156	3	3	1	0.166	4	4	2	
0.6	3.8	0.156	3	3	1	0.166	4	4	2	
0.6	4	0.156	3	3	1	0.166	4	4	2	
0.8	0	0.148	3	3	1	0.157	4	4	2	
0.8	0.2	0.149	3	3	1	0.158	4	4	2	
0.8	0.4	0.152	3	3	1	0.162	4	4	2	
0.8	0.6	0.158	3	3	1	0.168	4	4	2	
0.8	0.8	0.164	3	3	1	0.173	4	4	2	
0.8	1	0.16	3	3	1	0.169	4	4	2	
0.8	1.2	0.154	3	3	1	0.163	4	4	2	
0.8	1.4	0.15	3	3	1	0.16	4	4	2	
0.8	1.6	0.149	3	3	1	0.158	4	4	2	
0.8	1.8	0.148	3	3	1	0.157	4	4	2	
0.8	2	0.148	3	3	1	0.157	4	4	2	
0.8	2.2	0.147	3	3	1	0.157	4	4	2	
0.8	2.4	0.147	3	3	1	0.157	4	4	2	
0.8	2.6	0.147	3	3	1	0.156	4	4	2	
0.8	2.8	0.147	3	3	1	0.156	4	4	2	
0.8	3	0.147	3	3	1	0.156	4	4	2	
0.8	3.2	0.147	3	3	1	0.156	4	4	2	
0.8	3.4	0.147	3	3	1	0.156	4	4	2	
0.8	3.6	0.147	3	3	1	0.156	4	4	2	
0.8	3.8	0.147	3	3	1	0.156	4	4	2	
0.8	4	0.147	3	3	1	0.156	4	4	2	
1	0	0.144	3	3	1	0.153	4	4	2	
1	0.2	0.144	3	3	1	0.153	4	4	2	
1	0.4	0.146	3	3	1	0.155	4	4	2	
1	0.6	0.149	3	3	1	0.158	4	4	2	
1	0.8	0.155	3	3	1	0.164	4	4	2	
1	1	0.16	3	3	1	0.169	4	4	2	
1	1.2	0.156	3	3	1	0.165	4	4	2	
1	1.4	0.15	3	3	1	0.159	4	4	2	
1	1.6	0.146	3	3	1	0.156	4	4	2	
1	1.8	0.145	3	3	1	0.154	4	4	2	
1	2	0.144	3	3	1	0.153	4	4	2	
1	2.2	0.144	3	3	1	0.153	4	4	2	
1	2.4	0.144	3	3	1	0.153	4	4	2	
1	2.6	0.144	3	3	1	0.153	4	4	2	
1	2.8	0.144	3	3	1	0.153	4	4	2	
1	3	0.144	3	3	1	0.153	4	4	2	
1	3.2	0.144	3	3	1	0.153	4	4	2	
1	3.4	0.144	3	3	1	0.153	4	4	2	
1	3.6	0.144	3	3	1	0.153	4	4	2	
1	3.8	0.144	3	3	1	0.153	4	4	2	
1	4	0.144	3	3	1	0.153	4	4	2	
1.2	0	0.142	3	3	1	0.151	4	4	2	
1.2	0.2	0.142	3	3	1	0.151	4	4	2	
1.2	0.4	0.143	3	3	1	0.152	4	4	2	
1.2	0.6	0.145	3	3	1	0.154	4	4	2	
1.2	0.8	0.148	3	3	1	0.157	4	4	2	
1.2	1	0.154	3	3	1	0.163	4	4	2	
1.2	1.2	0.158	3	3	1	0.167	4	4	2	
1.2	1.4	0.154	3	3	1	0.163	4	4	2	
1.2	1.6	0.148	3	3	1	0.157	4	4	2	
1.2	1.8	0.145	3	3	1	0.154	4	4	2	
1.2	2	0.143	3	3	1	0.152	4	4	2	
1.2	2.2	0.142	3	3	1	0.152	4	4	2	
1.2	2.4	0.142	3	3	1	0.151	4	4	2	
1.2	2.6	0.142	3	3	1	0.151	4	4	2	
1.2	2.8	0.142	3	3	1	0.151	4	4	2	
1.2	3	0.142	3	3	1	0.151	4	4	2	
1.2	3.2	0.142	3	3	1	0.151	4	4	2	
1.2	3.4	0.142	3	3	1	0.151	4	4	2	
1.2	3.6	0.142	3	3	1	0.151	4	4	2	
1.2	3.8	0.142	3	3	1	0.151	4	4	2	
1.2	4	0.142	3	3	1	0.151	4	4	2	
1.4	0	0.141	3	3	1	0.15	4	4	2	
1.4	0.2	0.141	3	3	1	0.15	4	4	2	
1.4	0.4	0.142	3	3	1	0.151	4	4	2	
1.4	0.6	0.142	3	3	1	0.152	4	4	2	
1.4	0.8	0.144	3	3	1	0.153	4	4	2	
1.4	1	0.147	3	3	1	0.157	4	4	2	
1.4	1.2	0.153	3	3	1	0.162	4	4	2	
1.4	1.4	0.158	3	3	1	0.167	4	4	2	
1.4	1.6	0.153	3	3	1	0.162	4	4	2	
1.4	1.8	0.148	3	3	1	0.157	4	4	2	
1.4	2	0.144	3	3	1	0.153	4	4	2	
1.4	2.2	0.143	3	3	1	0.152	4	4	2	
